Conta: 26471
Titular: SIDERLEI SILVA
Data: 03/09/2026

Ativo;Abertura;Fechamento;Tempo Operação;Qtd Compra;Qtd Venda;Lado;Preço Compra;Preço Venda;Preço de Mercado;Médio;Res. Intervalo Bruto;Res. Intervalo (%);Número Operação;Res. Operação;Res. Operação (%);TET;Comissões;Total
WINV26;03/09/2026 09:25:00;03/09/2026 09:25:00;-;1;1;C;189.990,00;190.140,00;187.865,00;Não;30,00;150,00;1;30,00;150,00; - ;0,00;30,00
WINV26;03/09/2026 09:30:00;03/09/2026 09:30:00;-;1;1;C;190.275,00;190.425,00;187.865,00;Não;30,00;150,00;2;30,00;150,00;5min;0,00;60,00
WINV26;03/09/2026 09:40:00;03/09/2026 09:40:00;-;1;1;C;190.590,00;190.590,00;187.865,00;Não;0;0;3;0;0;10min;0,00;60,00
WINV26;03/09/2026 10:00:00;03/09/2026 10:00:00;-;1;1;C;190.560,00;190.710,00;187.865,00;Sim;30,00;150,00;4;30,00;150,00;20min;0,00;90,00
WINV26;03/09/2026 10:25:00;03/09/2026 10:25:00;-;1;1;C;191.165,00;191.015,00;187.865,00;Não;-30,00;-150,00;5;-30,00;-150,00;25min;0,00;60,00
WINV26;03/09/2026 10:30:00;03/09/2026 10:30:00;-;1;1;C;191.310,00;191.310,00;187.865,00;Não;0;0;6;0;0;5min;0,00;60,00
WINV26;03/09/2026 11:10:00;03/09/2026 11:10:00;-;1;1;V;189.540,00;189.690,00;187.865,00;Não;30,00;150,00;7;30,00;150,00;40min;0,00;90,00
WINV26;03/09/2026 13:35:00;03/09/2026 13:45:00;10min;1;1;V;187.575,00;187.425,00;187.865,00;Não;-30,00;-150,00;8;-30,00;-150,00;2h25min;0,00;60,00
WINV26;03/09/2026 15:35:00;03/09/2026 15:40:00;5min;1;1;V;187.505,00;187.355,00;187.865,00;Não;-30,00;-150,00;9;-30,00;-150,00;2h;0,00;30,00
WINV26;03/09/2026 16:00:00;03/09/2026 16:15:00;15min;1;1;V;187.600,00;187.450,00;187.865,00;Sim;-30,00;-150,00;10;-30,00;-150,00;25min;0,00;0,00
