Conta: 26471
Titular: SIDERLEI SILVA
Data: 02/09/2026

Ativo;Abertura;Fechamento;Tempo Operação;Qtd Compra;Qtd Venda;Lado;Preço Compra;Preço Venda;Preço de Mercado;Médio;Res. Intervalo Bruto;Res. Intervalo (%);Número Operação;Res. Operação;Res. Operação (%);TET;Comissões;Total
WINV26;02/09/2026 09:05:00;02/09/2026 09:05:00;-;1;1;C;182.970,00;182.970,00;187.940,00;Não;0;0;1;0;0; - ;0,00;0,00
WINV26;02/09/2026 09:25:00;02/09/2026 09:25:00;-;1;1;C;182.965,00;182.815,00;187.940,00;Sim;-30,00;-150,00;2;-30,00;-150,00;20min;0,00;-30,00
WINV26;02/09/2026 09:35:00;02/09/2026 09:40:00;5min;1;1;C;183.175,00;183.025,00;187.940,00;Não;-30,00;-150,00;3;-30,00;-150,00;10min;0,00;-60,00
WINV26;02/09/2026 09:45:00;02/09/2026 09:45:00;-;1;1;V;182.835,00;182.835,00;187.940,00;Não;0;0;4;0;0;10min;0,00;-60,00
WINV26;02/09/2026 09:50:00;02/09/2026 09:55:00;5min;1;1;C;183.200,00;183.050,00;187.940,00;Não;-30,00;-150,00;5;-30,00;-150,00;5min;0,00;-90,00
WINV26;02/09/2026 10:05:00;02/09/2026 10:05:00;-;1;1;C;183.410,00;183.410,00;187.940,00;Não;0;0;6;0;0;15min;0,00;-90,00
WINV26;02/09/2026 10:15:00;02/09/2026 10:15:00;-;1;1;V;182.765,00;182.765,00;187.940,00;Não;0;0;7;0;0;10min;0,00;-90,00
WINV26;02/09/2026 10:25:00;02/09/2026 10:25:00;-;1;1;C;183.750,00;183.900,00;187.940,00;Não;30,00;150,00;8;30,00;150,00;10min;0,00;-60,00
WINV26;02/09/2026 10:30:00;02/09/2026 10:30:00;-;1;1;C;184.560,00;184.410,00;187.940,00;Não;-30,00;-150,00;9;-30,00;-150,00;5min;0,00;-90,00
WINV26;02/09/2026 10:35:00;02/09/2026 10:35:00;-;1;1;C;184.960,00;184.810,00;187.940,00;Não;-30,00;-150,00;10;-30,00;-150,00;5min;0,00;-120,00
WINV26;02/09/2026 10:45:00;02/09/2026 10:45:00;-;1;1;C;185.675,00;185.675,00;187.940,00;Não;0;0;11;0;0;10min;0,00;-120,00
WINV26;02/09/2026 10:55:00;02/09/2026 10:55:00;-;1;1;C;185.740,00;185.890,00;187.940,00;Não;30,00;150,00;12;30,00;150,00;10min;0,00;-90,00
WINV26;02/09/2026 11:00:00;02/09/2026 11:00:00;-;1;1;C;186.355,00;186.505,00;187.940,00;Não;30,00;150,00;13;30,00;150,00;5min;0,00;-60,00
WINV26;02/09/2026 11:20:00;02/09/2026 11:20:00;-;1;1;C;187.185,00;187.335,00;187.940,00;Não;30,00;150,00;14;30,00;150,00;20min;0,00;-30,00
WINV26;02/09/2026 12:05:00;02/09/2026 12:05:00;-;1;1;C;188.320,00;188.470,00;187.940,00;Não;30,00;150,00;15;30,00;150,00;45min;0,00;0,00
WINV26;02/09/2026 14:25:00;02/09/2026 14:25:00;-;1;1;C;187.135,00;187.285,00;187.940,00;Sim;30,00;150,00;16;30,00;150,00;2h20min;0,00;30,00
WINV26;02/09/2026 15:00:00;02/09/2026 15:00:00;-;1;1;C;187.350,00;187.500,00;187.940,00;Não;30,00;150,00;17;30,00;150,00;35min;0,00;60,00
WINV26;02/09/2026 15:05:00;02/09/2026 15:15:00;10min;1;1;C;187.530,00;187.680,00;187.940,00;Não;30,00;150,00;18;30,00;150,00;5min;0,00;90,00
WINV26;02/09/2026 15:20:00;02/09/2026 15:20:00;-;1;1;C;187.640,00;187.640,00;187.940,00;Não;0;0;19;0;0;15min;0,00;90,00
WINV26;02/09/2026 15:35:00;02/09/2026 16:05:00;30min;1;1;C;187.615,00;187.765,00;187.940,00;Sim;30,00;150,00;20;30,00;150,00;15min;0,00;120,00
WINV26;02/09/2026 16:15:00;02/09/2026 16:20:00;5min;1;1;C;187.905,00;187.755,00;187.940,00;Não;-30,00;-150,00;21;-30,00;-150,00;40min;0,00;90,00
WINV26;02/09/2026 17:00:00;02/09/2026 17:05:00;5min;1;1;C;187.800,00;187.785,00;187.940,00;Sim;-3,00;-15,00;22;-3,00;-15,00;45min;0,00;87,00
